investor capitalist
roleplay perform
strawberry_saxifrage saxifrage
hold_over maintain
dimensionality spatiality
walkway path
score notch
graduation windup
facsimile copy
token physical_object
pekan marten_cat
swearer communicator
zionist jew
convergent_thinking thought_process
temnospondyli animal_order
reserve_fund stockpile
coming timing
spondias magnoliopsid_genus
drug medicine
liverwort nonvascular_plant
presentation representation
sentimentalization idealization
pull_over steer
velocity rate
national_bank full_service_bank
genus_inga rosid_dicot_genus
rubber_tire tyre
locustidae arthropod_family
joint junction
globalize widen
senate legislature
pullet volaille
genus_cucumis magnoliopsid_genus
wood_hyacinth liliaceous_plant
squeeze lover
rhinoptera fish_genus
tycoon man_of_affairs
teargas gas
misfunction go_bad
chance risk
obey conform
electro-acoustic_transducer transducer
order_liliales plant_order
crooner vocalizer
fall start_out
sandbag squeeze
biome community
blood_pressure vital_sign
pack transport
weald rural_area
saveloy pork_sausage
methyldopa antihypertensive_drug
male_person soul
wapiti deer
emu_novaehollandiae ratite_bird
environment state_of_affairs
side_arm small-arm
type_i_diabetes dm
roof_of_the_mouth surface
cubic_kilometre metric_capacity_unit
spy investigate
startle unconditioned_reflex
memorizer scholar
combination_in_restraint_of_trade combination
musketeer marcher
victimize punish
circularize poll
white_croaker croaker
operation activity
hand_clapping commendation
property physical_object
snooker_table game_equipment
loan give
star_tulip mariposa_tulip
learning basic_cognitive_process
frontbencher legislator
fluxion flowing
pass travel
painful_sensation somesthesia
rise change
juice vitality
hasty_pudding porridge
medical_building edifice
limb member
session term
miridae arthropod_family
persuader communicator
mastoidal process
physics_laboratory science_laboratory
transfiguration_of_jesus miracle
turn_one's_stomach revolt
olive relish
deliverer soul
oregano herb
usnea fungus_genus
tetanus_immunoglobulin immunoglobulin
stoolpigeon squealer
isopyrum_biternatum herbaceous_plant
opal mineral
seed rate
moulding sculpture
genus_chionanthus magnoliopsid_genus
partitionist proponent
self soul
disfigurement visual_aspect
whacko oddball
worship activity
naturalization proceedings
assay trial
platycerium fern_genus
acephaly abnormality
receptor structure
car_wheel wheel
genus_citrus rosid_dicot_genus
terpsichorean performing_artist
cant slope
fete festivity
recording signaling
work-clothing wearable
parasitic_plant parasite
wisdom know-how
stations_of_the_cross series
whip work_over
take_in take
hosepipe tubing
bomber warplane
arrival action
particle_physics physics
roast critique
united_states_department_of_defense executive_department
debriefing interrogatory
graduate_school school
organize make
keynote topic
question_time time_period
perfect_pitch sense_of_hearing
lepisosteus fish_genus
vividness color_property
silver_quandong wood
occupy work
troglodytidae bird_family
class_chondrichthyes class
join tie
eavesdropper listener
beech_fern fern
extracellular_fluid liquid_body_substance
slight offensive_activity
methotrexate_sodium immunosuppressor
poker_plant tritoma
long_suit collection
impotency sterility
aspirate inspire
stropharia fungus_genus
spodoptera arthropod_genus
snooker_table table
prick raise
spotted_dick suet_pudding
talk_about treat
neuralgy pain
polling_booth stall
stunt per_se
subvert force_out
club unite
rig_up tack_together
stag supervise
thrill stir
nastiness unpleasantness
whistler true_flycatcher
purple_ground_cherry husk_tomato
shrink minify
siberian_crab_apple cultivated_crab_apple
worrying molestation
crappie sunfish
camp penal_institution
poker_heuchera alumroot
mulberry_tree fruit_tree
tyranny dominance
shuffling walking
multiplication increment
flex deform
observation mensuration
guanine purine
ophiophagus reptile_genus
maturity time_of_life
sport occupation
diagonalize translate
voiced_sound speech_sound
redden colourize
periploca magnoliopsid_genus
ferry travel
fisherman trained_worker
nitrify convert
room_decorator specializer
variety_meat meat
grounds information
avadavat weaverbird
strip withdraw
white_hellebore hellebore
outburst reflexion
unciform_bone wrist_bone
temptation influence
creditor soul
floor terra_firma
victuals nutrient
rear formation
system body_part
unfold develop
slash cut
atropine toxicant
review think_back
proposer originator
ship's_papers official_document
rolaids gastric_antacid
wagon-lit passenger_car
crampoon spike
cheek lineament
forgery offense
jewelry adornment
relax do
crack modify
macaroni swell
wordplay sport
vary differ
strike onslaught
execution corporal_punishment
aspect grammatical_relation
taro_root root_vegetable
thenar region
schoolchild youth
anemone_fish demoiselle
lighting_fixture fixture
hoheria dilleniid_dicot_genus
triumph chirk_up
shadow_cabinet cabinet
jewish_calendar_month month
terrycloth textile
spurt pour
talks word
snow_mist crystal
tourist traveller
genus_glossina arthropod_genus
subclass_prototheria class
scholarship education
upper stimulant_drug
psychogenesis ontogeny
revenge punish
myroxylon rosid_dicot_genus
horror fright
hank_panky sexual_relation
cookie_sheet cookware
minicab taxicab
better goodness
yeniseian samoyedic
finish surface
melicoccus magnoliopsid_genus
kickoff start
song animal_communication
showgirl terpsichorean
species taxonomic_group
fossilize convert
peace_treaty treaty
teashop restaurant
marijuana controlled_substance
jujutsu martial_art
sweep extend
finding judicial_decision
nonsmoker soul
catenulate set_up
gilder trained_worker
stamp work
urocyon mammal_genus
crimp whorl
fiction literary_work
granite plutonic_rock
libidinal_energy psychic_energy
crossing voyage
operate move
wrap_up change_surface
hemp_family magnoliopsid_family
date supply
sanitariness sanitary_condition
engagement action
garnet transparent_gem
magus wizard
institution organization
copperhead pit_viper
opposition contestant
mock treat
ray give_out
consociate unite
phaeophyceae class
sanitization cleanup
spondias_purpurea fruit_tree
paltering prevarication
sapota edible_fruit
dash telegraphic_signal
benefice endow
exfoliate come_off
shtik stage_business
insulin internal_secretion
prelature spot
tamarin marmoset
rectal_reflex unconditioned_reflex
sandpiper shorebird
czech slavonic_language
chylomicron speck
startle move
protest verify
wineglass glass
post military_installation
tunnel hollow
slime_bacteria true_bacteria
beta_blocker blocking_agent
subfamily_gerbillinae mammal_family
yaw turning
sound mechanical_phenomenon
american inhabitant
undo ruin
rave review_article
goniff wrongdoer
old_country native_land
pass progress
headspring source
viceroy nymphalid_butterfly
planation wearing_away
wisdom mental_object
fiend evil_spirit
write make
treason offense
reflate modify
gerres fish_genus
order_diptera animal_order
serzone antidepressant_drug
direct label
grey_birch birch_tree
comer traveller
wholesale_house sales_outlet
rationalize support
electricity physical_phenomenon
trash waste_product
hatch inlay
title legal_right
hackney_coach rig
patroller watchman
preservation status
conversion change
redheaded_woodpecker woodpecker
musical_theater picture_show
kohlrabi cruciferous_plant
vascular_structure structure
separator setup
flit movement
regenerate modify
enjoy utilize
south_american_poison_toad toad_frog
spline strip
stunt fauna
ionization natural_process
icterus_galbula_galbula northern_oriole
sand_martin martin
tweezer hand_tool
hedeoma asterid_dicot_genus
barrel set
swob cleaning_implement
shot idea
pickerel pike
tickle skin_sensation
pasta dish
subfamily_philadelphaceae rosid_dicot_family
intervention participation
tribal_chief leader
genus_chunga bird_genus
encouragement commendation
heavy_metal_music rock_music
marsileaceae fern_family
swanneck orchidaceous_plant
join tie
badness quality
jazzman player
spark electrical_conduction
lowness unhappiness
tension strain
winding rotation
maltster shaper
brazilwood wood
sights optical_instrument
guide leader
gallfly wasp
pompano carangid_fish
inventor creator
spook scare
case_shot ammunition
disobey refuse
vest tog
rule control
capsulize wrap
post vertical
desert tract
permit empowerment
laugh_softly laugh
overtop lie
transplant introduce
culture ontogeny
genus_elephantopus asterid_dicot_genus
centesimo subunit
mica transparent_substance
prenanthes asterid_dicot_genus
poephila bird_genus
power_service utility
normal_curve curved_shape
creator soul
shiitake_mushroom fungus
pluck pull_together
miltown minor_tranquillizer
tend be
wiretap investigation
economic_policy policy
light return
foul occlude
self-importance pridefulness
propitiousness profitableness
slip-up mistake
true_sandalwood tree
sprawl lie
butacaine_sulfate topical_anesthetic
outsell surpass
ambusher attacker
genus_conocarpus magnoliopsid_genus
relax weaken
arbovirus virus
family_ceratopogonidae arthropod_family
umpirage decision_making
photo_opportunity social_occasion
ray selachian
tactical_warning warning
white_dipladenia liana
junto pack
pack be
yellowbird finch
jive trip_the_light_fantastic_toe
west_indian_cherry magnoliopsid
wall_pellitory herbaceous_plant
parula_warbler wood_warbler
millennium school_of_thought
monsignor priest
domestic_dog domesticated_animal
legal_status status
squeeze_out produce
pagophila_eburnea seagull
sea_duck duck
power_of_appointment say-so
genus_eleocharis monocot_genus
plus_fours knickers
uncertainty quality
jamaica_shorts trunks
saxe-gothea_conspicua coniferous_tree
pattern tally
mate vanquish
wetness status
fill_up turn
formal dance
spinach leafy_vegetable
dappled-grey greyness
will purpose
dandify get_dressed
emanation matter
drape way
artillery_unit army_unit
vacuum_cleaner household_appliance
zigzag travel
ictalurus_punctatus siluriform_fish
upthrust rising
centimo subunit
elm_tree tree
ditch excavation
shoo_off turn_back
bronze_star_medal ribbon
troponymy collection
mesembryanthemum caryophylloid_dicot_genus
selachian chondrichthian
fibre trait
tonsilla_pharyngealis lymphoid_tissue
ingress arrival
sand_snake colubrid_snake
lauder communicator
red_pepper seasoning
pluvianus bird_genus
transgression wrongful_conduct
sweet_melon_vine melon_vine
lophosoriaceae fern_family
personal_relationship relationship
sciolist amateur
thorn pain_in_the_neck
pocketknife knife
had_crime offense
clinch square_up
turn_away turn
crow_step step
handbuild work
successfulness luckiness
salvage property
cortone_acetate ketosteroid
kidney_wort shrub
savagery inhumanity
mess_hall dining_room
trimester session
oxyuranus reptile_genus
tack nail
genus_aethionema dilleniid_dicot_genus
misuse utilize
youth_movement movement
vedalia ladybug
geezer man
night_raven heron
elide take_out
table delay
freetailed_bat microbat
take have
genus_bruckenthalia dilleniid_dicot_genus
plant introduce
latrine wash_room
curve flex
write trace
renter proprietor
sixties time_of_life
ready-mix convenience_food
maclura magnoliopsid_genus
attainment reaching
narcoterrorism terrorist_act
ribbon laurels
genus_calanthe monocot_genus
overlap cooccur
cross-questioner questioner
cyder potable
toss throw
tod weight_unit
anti-war_movement movement
ovulate release
calf young_mammal
pursuer soul
hydraulic_brakes brakes
steller's_sea_cow sirenian_mammal
coffee_berry seed
water liquid
water_ski ski
giant_hyssop herbaceous_plant
minicab minicar
curry dish
nowruz vernal_equinox
croton_eluteria croton_tiglium
lp record
englishman english_person
sleeper terrorist
genus_krigia asterid_dicot_genus
purple_gallinule water_hen
adjuration prayer
outage equipment_failure
psychologist scientist
tough scrapper
provost_court military_court
rule pronounce
sucralfate medicine
family_erethizontidae mammal_family
ultraconservative conservativist
colouration selection
apprehender soul
thief outlaw
indo-aryan indo-iranian_language
leptarrhena rosid_dicot_genus
frontal_eminence swelling
ichthyosis inherited_disorder
file record
wallboard board
transmitter communicator
socialism political_theory
frivolousness trait
picture illustration
discovery revelation
spread move
psychomotor_development ontogeny
peacock_butterfly nymphalid_butterfly
breakfast repast
ampere current_unit
anxiousness psychological_state
photopic_vision visual_sense
ethylene gas
poultry fowl
semantic_role syntactic_category
civil_service officialdom
peregrine_falcon falcon
abortionist physician
ingrian russian
uptime time_period
grind fragmentize
euphemism saying
vascular_tissue plant_tissue
moderatism political_theory
supervise administrate
point_of_apoapsis celestial_point
outrage inhumanity
carry hold
academician honoree
pocket_lighter lighter
rotation movement
sycamore tree
tarsus skeletal_structure
woodworking_plane edge_tool
mature formulate
soul embodiment
teach inform
genus_aconitum magnoliid_dicot_genus
ethnos grouping
computer_backup duplication
bloc coalition
sovietism communism
publisher professional_person
panax rosid_dicot_genus
achromatic_colour colouring
control activity
rank status
winter_sweet shrub
oil_palm feather_palm
muscivora bird_genus
shufti reconnaissance_mission
meteorologist specializer
slip_on wear
consumerism movement
physostigma plant_genus
shot propulsion
two-spotted_ladybug ladybug
salt season
road_agent stickup_man
subtropics climatic_zone
typification representational_process
area topic
inspectorship spot
soft-shelled_turtle turtle
formula statement
oblique_case grammatical_case
system_of_weights_and_measures system_of_measurement
simulation technique
menziesia dilleniid_dicot_genus
indefinite_quantity quantity
level property
intimidation discouragement
natural_law construct
tribe_synercus mammal_genus
spielmeyer-vogt_disease inherited_disorder
pimpinella_anisum herbaceous_plant
start play
forestall move
vicugna mammal_genus
act reflexion
jugale craniometric_point
yellow_ironweed crownbeard
lepomis fish_genus
market mart
impost tariff
upgrade meliorate
salvation saving
variation activity
optical_disk storage_device
superclass_chelicerata class
wipe_out destruct
hoarder saver
magnoliopsida class
seashore shore
stand_out steer
lettuce salad_greens
white ingredient
viscousness eubstance
candlewood shrub
genus_coniogramme fern_genus
obstruct hide
neglect inattention
family_cancridae arthropod_family
straighten_out meliorate
sphenopsida class
pudendum privates
tastelessness unappetizingness
expose show
circulation organic_phenomenon
autonomic_nervous_system neural_structure
negligence sloppiness
occultism subject_field
snuffer soul
rallying per_se
plantago magnoliopsid_genus
saxifraga_hypnoides saxifrage
turquoise blueness
puerility immaturity
upland_sandpiper sandpiper
hit striking
trade transact
chop-suey_greens leafy_vegetable
capitalization exploitation
conference meeting
soleirolia magnoliopsid_genus
rat_snake colubrid_snake
trailer transport
call_in exact
zooplankton fauna
pickle relish
triamcinolone corticosteroid
impendency state
wind_park powerhouse
demolition devastation
reprehend pick_apart
whimper weep
retire step_down
vendue sale
pellitory-of-spain herbaceous_plant
knapweed centaury
mugilidae fish_family
forger trickster
indicator colouring_material
sepulture funeral
slicing swing
polyunsaturated_fatty_acid unsaturated_fatty_acid
unclearness incomprehensibility
squeeze_play try
wheedler persuader
incasement inclosure
pinyon true_pine
wood_spirit alcohol
youth_culture generation
pyrenees_daisy composite_plant
ricebird oriole
salix_triandra osier
pantry stowage
delta alluvium
nerves willpower
convergence occurrent
conductivity physical_phenomenon
lugworm polychete_worm
sweet_unicorn_plant herbaceous_plant
punk_rocker teenager
contest social_event
terrietia dilleniid_dicot_genus
hat supply
county region
canonical_hour time_of_day
psychoanalysis psychotherapy
levy charge
suborder_hystricomorpha animal_order
stockpile hold
ritual usance
genus_ananas monocot_genus
pfannkuchen pancake
shadbush shrub
platichthys fish_genus
winnow take
constitutionalist proponent
narthecium liliid_monocot_genus
group_discussion word
gliridae mammal_family
quarter segment
speak_in_tongues verbalize
shearer workman
seawater water
truckler toady
untrustworthiness trait
biosafety_level tier
loafer nonworker
oarsmanship skill
manidae mammal_family
canonist specializer
genus_diodon fish_genus
pop sound
progression travel
bastille prison_house
hazelnut_tree nut_tree
subjectivity sound_judgment
genus_carpobrotus caryophylloid_dicot_genus
descent movement
jinks merrymaking
bring_forward move
wrist_bone os
humidness wetness
twitter sound
plains_pocket_gopher pouched_rat
luvarus fish_genus
drawing nontextual_matter
name sept
sex_object soul
secretion organic_process
genus_agrimonia rosid_dicot_genus
virus_infection infection
ruination devastation
virazole antiviral_drug
slush_around swash
region location
genus_actaea magnoliid_dicot_genus
focusing intensification
tear_down destruct
modiste merchant
